"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"35","山口県","35201","下関市","352010015000 ","あるかぽーと","33.953490","130.941213","0","1"
"35","山口県","35201","下関市","352010344000 ","みもすそ川町","33.968491","130.956992","0","1"
"35","山口県","35201","下関市","352010372000 ","ゆめタウン","34.029143","131.013051","0","1"
"35","山口県","35201","下関市","352010011000 ","阿弥陀寺町","33.959369","130.948383","0","1"
"35","山口県","35201","下関市","352010012001 ","綾羅木新町一丁目","34.009377","130.921381","0","3"
"35","山口県","35201","下関市","352010012002 ","綾羅木新町二丁目","34.011602","130.918222","0","3"
"35","山口県","35201","下関市","352010012003 ","綾羅木新町三丁目","34.011556","130.922713","0","3"
"35","山口県","35201","下関市","352010012004 ","綾羅木新町四丁目","34.010483","130.924301","0","3"
"35","山口県","35201","下関市","352010014001 ","綾羅木南町一丁目","34.001395","130.921145","0","3"
"35","山口県","35201","下関市","352010014002 ","綾羅木南町二丁目","34.002768","130.916587","0","3"
"35","山口県","35201","下関市","352010014003 ","綾羅木南町三丁目","34.002172","130.911445","0","3"
"35","山口県","35201","下関市","352010013001 ","綾羅木本町一丁目","34.004838","130.927386","0","3"
"35","山口県","35201","下関市","352010013002 ","綾羅木本町二丁目","34.002997","130.926177","0","3"
"35","山口県","35201","下関市","352010013003 ","綾羅木本町三丁目","34.001634","130.924290","0","3"
"35","山口県","35201","下関市","352010013004 ","綾羅木本町四丁目","34.004679","130.922764","0","3"
"35","山口県","35201","下関市","352010013005 ","綾羅木本町五丁目","34.006561","130.922983","0","3"
"35","山口県","35201","下関市","352010013006 ","綾羅木本町六丁目","34.008213","130.919589","0","3"
"35","山口県","35201","下関市","352010013007 ","綾羅木本町七丁目","34.006453","130.916548","0","3"
"35","山口県","35201","下関市","352010013008 ","綾羅木本町八丁目","34.004709","130.919185","0","3"
"35","山口県","35201","下関市","352010013009 ","綾羅木本町九丁目","34.003505","130.921979","0","3"
"35","山口県","35201","下関市","352010351001 ","安岡駅前一丁目","34.023800","130.916474","0","3"
"35","山口県","35201","下関市","352010351002 ","安岡駅前二丁目","34.023586","130.914727","0","3"
"35","山口県","35201","下関市","352010352001 ","安岡町一丁目","34.027406","130.914674","0","3"
"35","山口県","35201","下関市","352010352002 ","安岡町二丁目","34.026164","130.917757","0","3"
"35","山口県","35201","下関市","352010352003 ","安岡町三丁目","34.027733","130.919349","0","3"
"35","山口県","35201","下関市","352010352004 ","安岡町四丁目","34.031061","130.917919","0","3"
"35","山口県","35201","下関市","352010352005 ","安岡町五丁目","34.032126","130.923564","0","3"
"35","山口県","35201","下関市","352010352006 ","安岡町六丁目","34.033850","130.926154","0","3"
"35","山口県","35201","下関市","352010352007 ","安岡町七丁目","34.029022","130.924707","0","3"
"35","山口県","35201","下関市","352010352008 ","安岡町八丁目","34.032099","130.931278","0","3"
"35","山口県","35201","下関市","352010353001 ","安岡本町一丁目","34.025433","130.912225","0","3"
"35","山口県","35201","下関市","352010353002 ","安岡本町二丁目","34.028111","130.911578","0","3"
"35","山口県","35201","下関市","352010353003 ","安岡本町三丁目","34.026520","130.906834","0","3"
"35","山口県","35201","下関市","352010021001 ","伊崎町一丁目","33.954749","130.917885","0","3"
"35","山口県","35201","下関市","352010021002 ","伊崎町二丁目","33.956505","130.910761","0","3"
"35","山口県","35201","下関市","352010017001 ","伊倉新町一丁目","34.006342","130.940025","0","3"
"35","山口県","35201","下関市","352010017002 ","伊倉新町二丁目","34.006985","130.938766","0","3"
"35","山口県","35201","下関市","352010017003 ","伊倉新町三丁目","34.006416","130.932925","0","3"
"35","山口県","35201","下関市","352010017004 ","伊倉新町四丁目","34.005232","130.933922","0","3"
"35","山口県","35201","下関市","352010017005 ","伊倉新町五丁目","34.005044","130.931204","0","3"
"35","山口県","35201","下関市","352010018001 ","伊倉町一丁目","34.002952","130.929326","0","3"
"35","山口県","35201","下関市","352010018002 ","伊倉町二丁目","34.005030","130.929413","0","3"
"35","山口県","35201","下関市","352010018003 ","伊倉町三丁目","34.001881","130.933398","0","3"
"35","山口県","35201","下関市","352010019000 ","伊倉東町","34.005495","130.943731","0","1"
"35","山口県","35201","下関市","352010020000 ","伊倉本町","34.003420","130.935680","0","1"
"35","山口県","35201","下関市","352010023000 ","一の宮卸本町","33.989077","130.948630","0","1"
"35","山口県","35201","下関市","352010024000 ","一の宮学園町","33.999491","130.947946","0","1"
"35","山口県","35201","下関市","352010025001 ","一の宮住吉一丁目","34.002644","130.957160","0","3"
"35","山口県","35201","下関市","352010025002 ","一の宮住吉二丁目","33.997330","130.955803","0","3"
"35","山口県","35201","下関市","352010025003 ","一の宮住吉三丁目","33.993510","130.953638","0","3"
"35","山口県","35201","下関市","352010026001 ","一の宮町一丁目","34.003754","130.946637","0","3"
"35","山口県","35201","下関市","352010026002 ","一の宮町二丁目","34.002829","130.949868","0","3"
"35","山口県","35201","下関市","352010026003 ","一の宮町三丁目","33.997804","130.951101","0","3"
"35","山口県","35201","下関市","352010026004 ","一の宮町四丁目","33.994066","130.951449","0","3"
"35","山口県","35201","下関市","352010026005 ","一の宮町五丁目","33.993032","130.949178","0","3"
"35","山口県","35201","下関市","352010027001 ","一の宮東町一丁目","34.003740","130.961453","0","3"
"35","山口県","35201","下関市","352010027002 ","一の宮東町二丁目","33.999831","130.960930","0","3"
"35","山口県","35201","下関市","352010027003 ","一の宮東町三丁目","34.002647","130.964999","0","3"
"35","山口県","35201","下関市","352010028001 ","一の宮本町一丁目","34.004034","130.952279","0","3"
"35","山口県","35201","下関市","352010028002 ","一の宮本町二丁目","34.000633","130.953905","0","3"
"35","山口県","35201","下関市","352010100001 ","員光町一丁目","34.052659","131.003370","0","3"
"35","山口県","35201","下関市","352010100002 ","員光町二丁目","34.055283","131.003707","0","3"
"35","山口県","35201","下関市","352010100003 ","員光町三丁目","34.052322","130.997972","0","3"
"35","山口県","35201","下関市","352010100004 ","員光町四丁目","34.049530","131.000620","0","3"
"35","山口県","35201","下関市","352010378000 ","羽山町","33.969489","130.925525","0","1"
"35","山口県","35201","下関市","352010153000 ","栄町","33.965799","130.928728","0","1"
"35","山口県","35201","下関市","352010280001 ","永田本町一丁目","34.072623","130.895829","0","3"
"35","山口県","35201","下関市","352010280002 ","永田本町二丁目","34.071183","130.893494","0","3"
"35","山口県","35201","下関市","352010280003 ","永田本町三丁目","34.075954","130.893709","0","3"
"35","山口県","35201","下関市","352010280004 ","永田本町四丁目","34.069514","130.890357","0","3"
"35","山口県","35201","下関市","352010361001 ","横野町一丁目","34.033292","130.913706","0","3"
"35","山口県","35201","下関市","352010361002 ","横野町二丁目","34.029643","130.908668","0","3"
"35","山口県","35201","下関市","352010361003 ","横野町三丁目","34.033245","130.910374","0","3"
"35","山口県","35201","下関市","352010361004 ","横野町四丁目","34.036663","130.912051","0","3"
"35","山口県","35201","下関市","352010033001 ","王喜宇津井一丁目","34.064031","131.043072","0","3"
"35","山口県","35201","下関市","352010033002 ","王喜宇津井二丁目","34.063691","131.046785","0","3"
"35","山口県","35201","下関市","352010033003 ","王喜宇津井三丁目","34.061799","131.050048","0","3"
"35","山口県","35201","下関市","352010034001 ","王喜本町一丁目","34.061938","131.057725","0","3"
"35","山口県","35201","下関市","352010034002 ","王喜本町二丁目","34.065099","131.055625","0","3"
"35","山口県","35201","下関市","352010034003 ","王喜本町三丁目","34.066202","131.052103","0","3"
"35","山口県","35201","下関市","352010034004 ","王喜本町四丁目","34.069560","131.048820","0","3"
"35","山口県","35201","下関市","352010034005 ","王喜本町五丁目","34.065474","131.048669","0","3"
"35","山口県","35201","下関市","352010034006 ","王喜本町六丁目","34.061005","131.054229","0","3"
"35","山口県","35201","下関市","352010035001 ","王司上町一丁目","34.044471","131.013054","0","3"
"35","山口県","35201","下関市","352010035002 ","王司上町二丁目","34.040717","131.010393","0","3"
"35","山口県","35201","下関市","352010035003 ","王司上町三丁目","34.036878","131.009562","0","3"
"35","山口県","35201","下関市","352010035004 ","王司上町四丁目","34.035160","131.010342","0","3"
"35","山口県","35201","下関市","352010035005 ","王司上町五丁目","34.041492","131.014069","0","3"
"35","山口県","35201","下関市","352010037001 ","王司神田一丁目","34.047157","131.015065","0","3"
"35","山口県","35201","下関市","352010037002 ","王司神田二丁目","34.047828","131.012172","0","3"
"35","山口県","35201","下関市","352010037003 ","王司神田三丁目","34.049928","131.009662","0","3"
"35","山口県","35201","下関市","352010037004 ","王司神田四丁目","34.053881","131.008664","0","3"
"35","山口県","35201","下関市","352010037005 ","王司神田五丁目","34.053681","131.012544","0","3"
"35","山口県","35201","下関市","352010037006 ","王司神田六丁目","34.048938","131.017059","0","3"
"35","山口県","35201","下関市","352010036001 ","王司川端一丁目","34.047879","131.018001","0","3"
"35","山口県","35201","下関市","352010036002 ","王司川端二丁目","34.047692","131.020119","0","3"
"35","山口県","35201","下関市","352010036003 ","王司川端三丁目","34.046967","131.022401","0","3"
"35","山口県","35201","下関市","352010039000 ","王司南町","34.032505","131.012571","0","1"
"35","山口県","35201","下関市","352010038001 ","王司本町一丁目","34.042621","131.017259","0","3"
"35","山口県","35201","下関市","352010038002 ","王司本町二丁目","34.041889","131.019438","0","3"
"35","山口県","35201","下関市","352010038003 ","王司本町三丁目","34.037408","131.016962","0","3"
"35","山口県","35201","下関市","352010038004 ","王司本町四丁目","34.039017","131.015034","0","3"
"35","山口県","35201","下関市","352010038005 ","王司本町五丁目","34.035776","131.012641","0","3"
"35","山口県","35201","下関市","352010038006 ","王司本町六丁目","34.034937","131.014445","0","3"
"35","山口県","35201","下関市","352010097000 ","卸新町","33.985490","130.949681","0","1"
"35","山口県","35201","下関市","352010098001 ","梶栗町一丁目","34.016184","130.918151","0","3"
"35","山口県","35201","下関市","352010098002 ","梶栗町二丁目","34.014245","130.918337","0","3"
"35","山口県","35201","下関市","352010098003 ","梶栗町三丁目","34.015609","130.920769","0","3"
"35","山口県","35201","下関市","352010098004 ","梶栗町四丁目","34.015965","130.922345","0","3"
"35","山口県","35201","下関市","352010098005 ","梶栗町五丁目","34.015938","130.925797","0","3"
"35","山口県","35201","下関市","352010113000 ","観音崎町","33.952984","130.938233","0","1"
"35","山口県","35201","下関市","352010110000 ","関西町","33.957901","130.927668","0","1"
"35","山口県","35201","下関市","352010111000 ","関西本町","33.956562","130.926363","0","1"
"35","山口県","35201","下関市","352010341001 ","丸山町一丁目","33.957230","130.936078","0","3"
"35","山口県","35201","下関市","352010341002 ","丸山町二丁目","33.958448","130.934072","0","3"
"35","山口県","35201","下関市","352010341003 ","丸山町三丁目","33.958302","130.931362","0","3"
"35","山口県","35201","下関市","352010341004 ","丸山町四丁目","33.956084","130.932400","0","3"
"35","山口県","35201","下関市","352010341005 ","丸山町五丁目","33.954094","130.931419","0","3"
"35","山口県","35201","下関市","352010133001 ","貴船町一丁目","33.964134","130.944051","0","3"
"35","山口県","35201","下関市","352010133002 ","貴船町二丁目","33.966343","130.944270","0","3"
"35","山口県","35201","下関市","352010133003 ","貴船町三丁目","33.969343","130.943677","0","3"
"35","山口県","35201","下関市","352010133004 ","貴船町四丁目","33.971135","130.939581","0","3"
"35","山口県","35201","下関市","352010105000 ","亀浜町","34.032161","131.016094","0","1"
"35","山口県","35201","下関市","352010122000 ","菊川町大字下岡枝","34.133573","131.036055","0","1"
"35","山口県","35201","下関市","352010121000 ","菊川町大字下大野","34.097025","131.051483","0","1"
"35","山口県","35201","下関市","352010123000 ","菊川町大字下保木","34.116826","131.060799","0","1"
"35","山口県","35201","下関市","352010118000 ","菊川町大字貴飯","34.160489","130.998257","0","1"
"35","山口県","35201","下関市","352010132000 ","菊川町大字吉賀","34.129854","131.015007","0","1"
"35","山口県","35201","下関市","352010120000 ","菊川町大字久野","34.149458","130.967415","0","1"
"35","山口県","35201","下関市","352010119000 ","菊川町大字轡井","34.118687","131.081307","0","1"
"35","山口県","35201","下関市","352010125000 ","菊川町大字七見","34.109898","131.006642","0","1"
